nodeid,nodetype,x,y,z,S11,S22,S33,S12,S13,S12,mises
379,1,0.129870,-0.084676,0.105093,-203341.621094,-679013.593750,-70735.616699,-366024.320312,-1793.964355,27814.240479,539656.687500
380,1,0.139305,-0.068048,0.105093,-168871.811035,-636287.132812,-41173.796997,-289301.144531,-12315.491333,-7824.548340,616734.812500
381,1,0.146620,-0.050386,0.105093,-130047.898438,-634574.878906,-55916.277298,-258544.169922,-23762.005127,-20006.432617,578610.125000
382,1,0.151707,-0.031957,0.105093,-59264.243490,-534192.036458,-71988.725342,-236885.895833,-17836.090169,-59860.224609,606357.812500
383,1,0.154487,-0.013043,0.084075,370300.093164,-240037.476013,32465.045347,-88231.370901,24198.352026,-21851.824127,671694.312500
384,1,0.154487,-0.013043,0.063056,324443.125397,-275472.324666,28908.979980,-91724.024424,9242.856547,-7166.324619,656450.937500
385,1,0.154487,-0.013043,0.042037,358454.490771,-257444.080005,37360.735669,-93894.621409,-8231.732092,13134.606818,608633.687500
386,1,0.154487,-0.013043,0.021019,349916.521094,-270805.461475,22304.165186,-92027.094812,-23480.051953,29928.951251,784988.187500
387,1,0.151707,-0.031957,0.000000,-73796.415039,-624254.515625,-47245.704834,-272645.566406,12339.068604,63590.729492,805475.062500
388,1,0.146620,-0.050386,0.000000,-136481.968099,-613213.296875,-39266.480469,-285061.309896,26181.767415,16474.734538,863853.062500
389,1,0.139305,-0.068048,0.000000,-202098.204427,-612716.541667,-55098.754069,-326505.515625,13796.877116,-23228.673665,967419.375000
390,1,0.129870,-0.084676,0.000000,-219723.765625,-657742.523438,-109198.104858,-384160.976562,-11670.765747,-78186.880859,1000539.500000
391,1,0.031489,-0.013043,0.084075,170231.689941,-705809.250000,-38741.473511,86248.692322,-33012.031921,-1412.645508,808352.750000
392,1,0.031489,-0.013043,0.063056,247015.472124,-572698.545455,-25552.583008,89669.458762,-7582.006927,2238.529841,960402.875000
393,1,0.031489,-0.013043,0.042037,248799.716064,-586639.154948,-18688.307292,83752.259176,22263.804962,3879.443115,992706.500000
394,1,0.031489,-0.013043,0.021019,278334.137320,-535353.847656,13689.503794,29228.552528,23834.494366,-3511.693027,1028403.625000
395,1,0.051988,-0.013043,0.000000,695051.729167,-157626.341905,76956.677138,-31167.237332,75851.256999,2983.790663,627157.250000
396,1,0.072488,-0.013043,0.000000,651657.078125,-11628.439560,10676.513062,14031.017700,5891.429565,2629.456894,683039.125000
397,1,0.092988,-0.013043,0.000000,630862.156250,-7695.900635,-691.443008,15742.295717,547.634583,3447.210976,684200.875000
398,1,0.113487,-0.013043,0.000000,610727.427083,-6587.208333,1169.334920,19892.842204,-12284.051921,7776.873901,601012.812500
399,1,0.133987,-0.013043,0.000000,644692.609375,-21924.860352,23976.672241,14798.955383,-45109.919678,9910.386108,663733.750000
400,1,0.133987,-0.013043,0.105093,636062.729167,-28582.758681,49937.034776,5956.051914,41179.400767,1802.535048,570144.187500
401,1,0.113487,-0.013043,0.105093,597821.000000,-12775.197647,-3834.198730,-2363.730679,-1947.411412,-4685.440651,639396.937500
402,1,0.092988,-0.013043,0.105093,596920.117188,-13952.354889,-6841.353699,-8074.096114,-3175.400299,-2607.009808,649357.437500
403,1,0.072488,-0.013043,0.105093,604365.078125,-35450.347790,3849.929871,-20898.147440,-12328.065430,1804.113668,660103.687500
404,1,0.051988,-0.013043,0.105093,641214.393750,-146308.530371,98575.647266,18627.609375,-62439.081592,6130.657022,1048057.875000
405,1,0.103966,-0.085520,0.000000,175027.141113,-2497.412811,137384.613037,-144576.097656,-7272.913391,88721.708379,382583.531250
406,1,0.089470,-0.071025,0.000000,206629.822754,-156731.226562,96132.778076,-47528.914307,-20741.441467,35308.731328,316930.656250
407,1,0.074975,-0.056529,0.000000,102179.234070,-283486.946289,25084.631714,36297.645508,-14487.862289,4897.769897,556815.375000
408,1,0.060480,-0.042034,0.000000,63305.013367,-325283.804688,1497.478027,139412.767578,3593.394043,-38789.611427,716728.000000
409,1,0.045984,-0.027538,0.000000,-153005.351562,-495721.246875,-64721.360156,373583.118750,21177.979590,-61157.979297,602667.250000
410,1,0.045984,-0.027538,0.105093,-82711.250279,-511156.750000,-70871.193080,112930.841518,4966.988281,36238.072824,645658.375000
411,1,0.060480,-0.042034,0.105093,-45379.338989,-416674.601562,-58815.588013,240601.836914,21335.093567,25412.641739,645658.375000
412,1,0.074975,-0.056529,0.105093,87284.718872,-300025.818359,-8747.009155,160863.835938,3505.323090,-4232.869888,354867.843750
413,1,0.089470,-0.071025,0.105093,178277.381348,-215639.291260,35127.993652,66392.858398,-20462.191162,-15512.242386,354867.843750
414,1,0.103966,-0.085520,0.105093,182259.679932,-131743.772491,81218.159668,-119424.198242,-43425.312866,-32972.903076,451550.187500
415,1,-0.013043,0.031489,0.021019,205179.233709,-935578.029652,-12859.238770,-140552.220215,-29832.111189,-40505.619252,851533.312500
416,1,-0.013043,0.031489,0.042037,160137.534801,-938195.114347,-37710.816317,-157095.180642,-11038.687095,-34685.451394,881571.937500
417,1,-0.013043,0.031489,0.063056,139619.301314,-989455.062500,-42670.290161,-152058.416154,-2231.011020,7590.408035,597764.500000
418,1,-0.013043,0.031489,0.084075,219337.331982,-990898.712207,-29946.613525,-175400.738379,474.168774,43288.851245,949221.375000
419,1,-0.013043,0.051988,0.105093,6132.269355,-1933147.041667,-120721.453044,9624.886312,-13776.540853,91517.635959,1800787.625000
420,1,-0.013043,0.072488,0.105093,3261.990092,-1830953.500000,-15099.150391,13022.958333,5315.395101,8583.865967,1800787.625000
421,1,-0.013043,0.092988,0.105093,3119.740601,-1856959.843750,1609.481159,8191.201904,4012.492508,-261.734680,1907997.625000
422,1,-0.013043,0.113487,0.105093,-834.485962,-1884530.875000,-13751.325680,3493.525276,-5444.171249,-8648.479797,1851805.625000
423,1,-0.013043,0.133987,0.105093,-64825.286458,-1939139.979167,-34568.994385,-22331.960938,-14202.698629,-58284.347656,1922694.875000
424,1,-0.013043,0.154487,0.084075,-80421.124532,-1122156.694010,-82956.300456,183107.451172,35504.396072,-73818.093842,811260.437500
425,1,-0.013043,0.154487,0.063056,-83663.423651,-1014475.327060,-112999.836115,182120.493253,11060.280789,-22345.361972,919165.750000
426,1,-0.013043,0.154487,0.042037,-82716.746183,-1050963.023082,-109733.962891,203334.887340,-349.270075,48037.632968,1105110.875000
427,1,-0.013043,0.154487,0.021019,-79844.847949,-1195099.766406,-104806.851886,186001.677155,-19044.931250,120543.210742,1214824.750000
428,1,-0.013043,0.133987,0.000000,-84498.274089,-1993891.652778,-83806.204400,5181.707642,25340.713433,89821.774089,1888388.000000
429,1,-0.013043,0.113487,0.000000,8228.220596,-1888485.750000,-1311.514771,-5256.447052,-1957.120392,24385.561035,1916413.500000
430,1,-0.013043,0.092988,0.000000,7944.857254,-1865588.015625,-3041.258728,4317.352905,-422.435379,11937.376617,1855349.000000
431,1,-0.013043,0.072488,0.000000,11564.598572,-1858730.921875,-9813.317108,10564.129715,1598.673523,-2412.845230,1845231.000000
432,1,-0.013043,0.051988,0.000000,24028.356110,-1926328.421875,-53070.310364,12296.407043,-8792.489685,-86904.901367,1857801.000000
433,1,-0.100016,0.118461,0.084075,-415099.887695,-752294.521484,-193201.658691,-84735.693359,-17714.294250,3355.739777,1075396.000000
434,1,-0.100016,0.118461,0.063056,-352176.022363,-663135.816797,-176763.729590,-124485.098633,1563.274808,-857.228650,1089927.125000
435,1,-0.100016,0.118461,0.042037,-399189.211304,-755081.990234,-221189.056641,-80881.486816,2777.511536,-12779.746386,1018034.500000
436,1,-0.100016,0.118461,0.021019,-379320.163194,-752895.763889,-156750.295030,-111776.176107,29481.645426,5223.155529,611717.000000
437,1,-0.084676,0.129870,0.000000,-97360.579590,-647020.976562,-19226.106018,-405853.406250,76203.635986,34527.601955,859888.125000
438,1,-0.068048,0.139305,0.000000,158215.276978,-276461.300781,35910.469727,-161264.916016,129569.414062,53932.446289,615388.375000
439,1,-0.050386,0.146620,0.000000,359002.462891,-78265.012939,73666.998535,91285.776367,33320.348633,22019.026520,769713.625000
440,1,-0.031957,0.151707,0.000000,363246.632812,-88683.817627,107071.107910,295719.700684,-121255.474609,-2998.578125,1391062.125000
441,1,-0.031957,0.151707,0.105093,186680.070190,-149422.498047,107418.508789,351891.195312,156108.039062,39963.846191,811260.437500
442,1,-0.050386,0.146620,0.105093,451022.871094,-114281.953125,77488.383789,52481.512207,-944.980469,-34315.786621,772699.562500
443,1,-0.068048,0.139305,0.105093,223144.302734,-313610.325521,30504.981486,-152949.859049,-94680.249349,-49827.973958,630603.750000
444,1,-0.084676,0.129870,0.105093,-499.198608,-634014.878906,-33311.650879,-316014.203125,-67087.384277,-63984.386230,720693.625000
445,1,-0.085520,0.103966,0.105093,-108465.530355,-480906.740017,-26735.453125,72139.296007,14109.008681,58644.860894,809046.750000
446,1,-0.071025,0.089470,0.105093,-12524.382751,-427117.519531,-62644.491455,169293.822693,39423.755615,-12569.545074,532442.000000
447,1,-0.056529,0.074975,0.105093,122120.896545,-295443.808594,-32685.306641,105699.868530,16095.915894,-10196.435791,525754.812500
448,1,-0.042034,0.060480,0.105093,244149.417969,-168086.460449,54404.922607,25093.050049,-29462.313721,-12118.238129,671498.250000
449,1,-0.027538,0.045984,0.105093,353516.421875,-93320.744466,200627.588542,-78467.509766,-19548.727214,-21954.933512,639408.375000
450,1,-0.027538,0.045984,0.000000,255481.512695,-8088.393677,129091.784668,-150669.404083,-17672.369228,86674.737061,243466.718750
451,1,-0.042034,0.060480,0.000000,181170.734131,-167478.215942,79248.732910,-40049.412262,-8256.249664,38444.968506,457266.406250
452,1,-0.056529,0.074975,0.000000,92496.378906,-293650.620117,23897.713867,53466.735657,-12061.381226,7465.809875,595933.187500
453,1,-0.071025,0.089470,0.000000,18630.123047,-342660.578125,-23163.684326,156201.755249,-1503.124023,-34645.297729,595933.187500
454,1,-0.085520,0.103966,0.000000,-208884.934152,-525786.486607,-119262.412388,372466.667411,13247.812779,-61116.252232,393152.125000
455,1,0.103966,0.085520,0.000000,294309.855050,101884.989955,216761.359375,294998.228795,409.552734,-76712.896484,1003739.500000
456,1,0.089470,0.071025,0.000000,235786.703125,-118962.606201,63721.239624,55519.018555,4293.718750,-25183.214600,404461.812500
457,1,0.074975,0.056529,0.000000,163421.642212,-205095.567871,-17109.969849,-53922.154785,-17346.020691,-10384.993317,400724.000000
458,1,0.060480,0.042034,0.000000,29933.476562,-290668.625000,-63412.163086,-147936.662109,-42929.339813,4508.121521,400724.000000
459,1,0.045984,0.027538,0.000000,-19580.996094,-326064.551270,-47832.901855,-185491.503906,-41921.139648,6077.498535,464802.531250
460,1,0.051988,0.013043,0.000000,653135.791667,-41200.830838,68336.732693,15447.396593,60743.057617,6411.451308,627157.250000
461,1,0.072488,0.013043,0.000000,638477.453125,-23682.522278,5972.785538,15180.597382,12612.722412,-3552.801529,643284.812500
462,1,0.092988,0.013043,0.000000,637498.953125,-12114.858276,1453.842880,12820.384399,1422.559692,-2519.111416,669337.875000
463,1,0.113487,0.013043,0.000000,635260.302083,-3837.094157,13387.655680,11990.404439,-3946.892985,-4559.544963,630136.875000
464,1,0.133987,0.013043,0.000000,665061.000000,-5050.476685,54667.458374,10784.902519,-31978.596924,3034.147043,628371.000000
465,1,0.151707,0.031957,0.000000,-65818.223145,-564031.816406,-52155.534668,278469.859375,15478.665283,-48175.505432,615951.750000
466,1,0.146620,0.050386,0.000000,-133381.622396,-651623.010417,-64419.344523,304599.549479,25705.985189,-19602.012044,974525.000000
467,1,0.139305,0.068048,0.000000,-186257.096354,-625063.369792,-51998.744954,343759.520833,4226.012146,23241.109212,596924.937500
468,1,0.129870,0.084676,0.000000,-225175.947917,-620039.692708,-108900.377930,386623.877604,-6122.928223,88013.643555,913840.750000
469,1,0.118461,0.100016,0.084075,-55694.836873,-191294.494575,27939.580783,445680.881076,22753.780114,-4035.782823,979322.625000
470,1,0.118461,0.100016,0.063056,-93284.027917,-202851.013281,13060.117480,387080.939844,3760.237289,-1632.256581,1108859.875000
471,1,0.118461,0.100016,0.042037,-81432.537313,-211414.131293,12621.725260,395294.464410,-4248.518092,-345.073958,1108859.875000
472,1,0.118461,0.100016,0.021019,-106475.495949,-242051.029053,7719.074041,368030.613636,-5560.258168,13587.454989,1040616.875000
473,1,0.154487,0.013043,0.021019,348583.578613,-261599.375155,25562.514182,105008.387615,-18020.141457,-14459.739177,640639.312500
474,1,0.154487,0.013043,0.042037,376355.873413,-251535.007312,41490.403125,89491.783522,-11210.140100,3825.390378,700829.000000
475,1,0.154487,0.013043,0.063056,377120.751438,-254550.380764,43238.029853,106537.644491,8256.857503,22584.155945,700829.000000
476,1,0.154487,0.013043,0.084075,386373.576438,-240181.174672,34353.629206,92871.526123,19048.473455,28633.026090,682690.125000
477,1,0.151707,0.031957,0.105093,-59683.528971,-544340.661458,-76546.344889,244687.192708,-23118.021281,64741.126953,767926.875000
478,1,0.146620,0.050386,0.105093,-116788.559082,-649824.968750,-62689.542236,252419.005859,-23525.078918,34005.530151,855479.187500
479,1,0.139305,0.068048,0.105093,-184336.792969,-670060.007812,-70258.784424,295604.138672,-21502.506012,11575.360538,970305.750000
480,1,0.129870,0.084676,0.105093,-202750.742188,-679220.723958,-74962.415365,369550.700521,26.591268,-27409.353597,970305.750000
481,1,0.045984,0.027538,0.105093,-38684.325521,-525424.692708,-126018.473307,-81564.704671,-22084.210205,-88713.517253,674441.437500
482,1,0.060480,0.042034,0.105093,25558.421631,-343109.736328,-39479.918945,-79780.937439,4313.948608,-53532.342773,345132.718750
483,1,0.074975,0.056529,0.105093,125955.686829,-234988.996094,19623.314087,-14352.179443,8339.651672,6959.940186,335889.750000
484,1,0.089470,0.071025,0.105093,220819.891602,-107185.441895,55140.446289,53569.598328,7630.969940,31155.562378,335889.750000
485,1,0.103966,0.085520,0.105093,194383.884549,-80693.602431,23424.374132,111945.657118,-12935.744415,34591.079210,570288.875000
486,1,0.133987,0.013043,0.105093,669023.785714,-23015.882045,49561.239955,-2632.869803,46419.099958,7563.419434,684829.625000
487,1,0.113487,0.013043,0.105093,632308.679688,-17062.722488,5452.536743,-2267.840950,9462.236125,6171.216290,570144.187500
488,1,0.092988,0.013043,0.105093,623928.148438,-8788.853931,3203.452606,-2656.172363,334.376495,5207.923233,633816.250000
489,1,0.072488,0.013043,0.105093,627519.304688,-14526.485229,23601.832733,-3961.029795,-16172.630005,9330.933445,613957.000000
490,1,0.051988,0.013043,0.105093,612341.447917,-56962.648275,97192.232422,27109.892891,-62187.663411,3928.368230,613957.000000
491,1,0.031489,0.013043,0.084075,307973.654576,-580224.789516,24773.655814,-4226.456473,-39902.147156,-9665.255162,1048057.875000
492,1,0.031489,0.013043,0.063056,241144.246804,-552720.803977,-22057.303178,-20971.874112,-19287.889859,14667.710039,632432.750000
493,1,0.031489,0.013043,0.042037,227322.812109,-506484.522656,-202.407739,-35866.629370,8926.186237,7221.121808,753801.625000
494,1,0.031489,0.013043,0.021019,255085.134014,-569556.027043,6654.979830,10654.158598,18923.649527,1086.087299,1014842.937500
495,1,0.027538,0.045984,0.021019,213522.106771,-125450.095703,116286.652344,79971.320312,26551.502387,23656.423231,464802.531250
496,1,0.027538,0.045984,0.042037,245409.085345,16499.743583,190958.932478,161045.789342,13613.436087,19965.786691,843020.125000
497,1,0.027538,0.045984,0.063056,276229.126116,61216.398158,204144.767020,193168.706194,-16978.080183,-10531.934535,843020.125000
498,1,0.027538,0.045984,0.084075,287003.814453,31324.829508,190553.020264,223425.606852,-26384.919759,-51129.466309,596260.187500
499,1,0.042034,0.060480,0.021019,216029.710938,-66057.904210,62912.176200,69204.641044,7541.807495,11104.290876,274550.187500
500,1,0.042034,0.060480,0.042037,194667.410435,-47043.875837,91930.904506,82139.366978,10810.168243,12470.831264,238205.531250
501,1,0.042034,0.060480,0.063056,192945.941964,-43141.532645,103776.428153,82489.449847,-7542.045096,2482.246582,264184.281250
502,1,0.042034,0.060480,0.084075,218814.584263,-55424.258092,118816.870187,99260.889788,-28560.220738,-25244.974191,264184.281250
503,1,0.056529,0.074975,0.021019,94539.293898,-173631.509487,1949.763131,-46418.817313,3268.413696,3634.966287,302861.375000
504,1,0.056529,0.074975,0.042037,88324.441752,-151782.344866,9115.302019,-28642.607561,-1411.520408,1500.245459,322403.156250
505,1,0.056529,0.074975,0.063056,95487.429618,-145003.749163,25767.828195,-22728.060547,-6052.412654,1005.141227,258765.500000
506,1,0.056529,0.074975,0.084075,110598.724330,-157214.565011,31153.062360,-16331.161176,-18066.851249,-12769.744638,264184.281250
507,1,0.071025,0.089470,0.021019,-17221.567208,-271900.126116,-37155.868617,-159768.656215,7801.877223,1726.210972,673533.062500
508,1,0.071025,0.089470,0.042037,-11596.628003,-254892.079241,-35291.131696,-148594.904105,-3672.904184,-1842.245804,690068.062500
509,1,0.071025,0.089470,0.063056,-948.379490,-246165.128348,-28516.617467,-141259.090070,-5928.892334,7067.963625,679943.000000
510,1,0.071025,0.089470,0.084075,12829.191127,-254080.905134,-26549.234619,-131455.382717,-14678.915775,9854.252441,701704.250000
511,1,0.085520,0.103966,0.021019,-139464.728446,-443753.871652,-61435.642718,-236513.193569,-2905.252058,-5949.259033,673533.062500
512,1,0.085520,0.103966,0.042037,-128643.420619,-405072.950893,-73636.451172,-264512.658343,-1049.411368,-278.826538,952316.187500
513,1,0.085520,0.103966,0.063056,-119245.300432,-403182.343750,-78263.153739,-263462.301897,2615.062273,11219.181819,966724.312500
514,1,0.085520,0.103966,0.084075,-106040.353143,-418088.333147,-68602.874860,-250938.399833,6515.729806,39701.076207,701704.250000
515,1,0.031957,0.151707,0.084075,46835.318555,-250044.953052,70650.263562,-187904.668457,-21358.915552,-44069.321777,379605.562500
516,1,0.031957,0.151707,0.063056,409361.091797,-96140.782715,165612.465820,-244120.749023,13334.117119,-17469.624817,884049.687500
517,1,0.031957,0.151707,0.042037,458069.072266,-59876.950928,167148.964844,-263957.808105,28377.241447,17578.065918,724619.312500
518,1,0.031957,0.151707,0.021019,286529.513672,-119804.230377,141978.964681,-236721.658354,68607.781291,13911.560038,516361.968750
519,1,0.050386,0.146620,0.084075,368599.784180,-171071.485555,102720.437012,-30047.707845,15434.924967,-42042.396810,710492.625000
520,1,0.050386,0.146620,0.063056,216950.524685,-157494.116428,88139.646593,15086.709473,10308.633440,-15116.482693,884049.687500
521,1,0.050386,0.146620,0.042037,214922.886447,-116539.475098,79341.592177,29812.135641,-13538.300449,834.289212,379548.000000
522,1,0.050386,0.146620,0.021019,320115.175130,-78589.255290,107709.204183,-12790.963856,-2295.630249,30795.711609,389062.375000
523,1,0.068048,0.139305,0.084075,122958.172607,-283282.113922,42447.148804,177324.666748,45292.376221,-44167.406677,710492.625000
524,1,0.068048,0.139305,0.063056,135966.610799,-220949.881266,28651.689117,151264.687826,15451.829183,-18146.422201,551832.562500
525,1,0.068048,0.139305,0.042037,106173.860456,-243736.346470,11255.318917,181318.034598,-15166.789655,12066.962088,565146.812500
526,1,0.068048,0.139305,0.021019,124668.016603,-286460.278646,24508.510335,179666.667155,-57178.075846,42728.475098,604127.312500
527,1,0.084676,0.129870,0.084075,-148208.476128,-542305.315972,-56736.955850,323698.284722,39371.371894,-43760.830566,683818.500000
528,1,0.084676,0.129870,0.063056,-159152.653271,-453778.975000,-85850.425391,337254.353125,12441.627368,-15050.611865,1019019.750000
529,1,0.084676,0.129870,0.042037,-174409.888102,-496746.270833,-100576.095785,356578.329427,-17129.297668,6028.791372,1019019.750000
530,1,0.084676,0.129870,0.021019,-169048.265734,-548699.168403,-85166.832926,351351.738715,-42051.444716,50887.786133,683782.187500
531,1,0.013043,0.133987,0.021019,-33560.419085,-1921962.535714,-123841.941406,-9680.903251,18891.119280,103612.749721,1834737.500000
532,1,0.013043,0.133987,0.042037,-49130.792201,-1873632.508929,-184308.963728,-15257.231515,13512.271907,39033.477260,1834737.500000
533,1,0.013043,0.133987,0.063056,-51974.355072,-1871227.523438,-163780.983154,-9569.731476,9068.694267,-46235.622986,1829624.000000
534,1,0.013043,0.133987,0.084075,-47684.916829,-1870545.302083,-113733.226400,-9781.809647,2252.033936,-82091.909180,1829624.000000
535,1,0.013043,0.113487,0.021019,3035.596098,-1909982.419643,-31301.047712,6339.012410,9603.276768,30307.316110,1909765.375000
536,1,0.013043,0.113487,0.042037,1435.952073,-1913163.142857,-60399.361049,8850.306941,8283.346151,13762.227644,1870612.125000
537,1,0.013043,0.113487,0.063056,8001.941336,-1907941.250000,-59891.670480,12422.016514,1350.219073,-17629.071760,1863734.750000
538,1,0.013043,0.113487,0.084075,-1285.366374,-1873276.333333,-37869.102783,8688.706228,1246.039225,-32847.843750,1825442.625000
539,1,0.013043,0.092988,0.021019,-241.637408,-1909345.187500,-17139.552543,4553.564000,5603.362603,4094.972464,1894978.375000
540,1,0.013043,0.092988,0.042037,-2513.983608,-1934997.410714,-35165.882185,3384.693752,2287.897874,548.276474,1894978.375000
541,1,0.013043,0.092988,0.063056,-2475.420506,-1927895.732143,-34370.188198,6630.041992,-1716.131146,-6689.214127,1882446.250000
542,1,0.013043,0.092988,0.084075,-500.838196,-1904744.135417,-20540.171814,10725.339559,-5637.620839,-9108.014231,1908537.375000
543,1,0.013043,0.072488,0.021019,-1564.016148,-1916494.794643,-56128.500445,3472.347560,4372.224025,-18566.512961,1891925.250000
544,1,0.013043,0.072488,0.042037,-809.410645,-1937427.964286,-71333.897182,-861.430777,-589.282693,-6436.765208,1888308.875000
545,1,0.013043,0.072488,0.063056,1729.077645,-1936344.991071,-75808.550781,5972.914590,-4169.817954,10568.494719,1879409.500000
546,1,0.013043,0.072488,0.084075,889.467786,-1932631.312500,-53194.840039,14137.678174,-14713.058008,23369.526904,1916375.500000
547,1,0.013043,0.051988,0.021019,-12633.151326,-1930955.625000,-161377.135742,19301.628042,-4676.495748,-61092.428385,1891925.250000
548,1,0.013043,0.051988,0.042037,-12331.901511,-1930891.062500,-181736.743583,7511.437193,-3631.216579,-22288.855608,1888308.875000
549,1,0.013043,0.051988,0.063056,-7367.684424,-1956464.950000,-192613.668359,14325.916113,-6327.706665,21780.843875,1850896.500000
550,1,0.013043,0.051988,0.084075,-24767.331836,-2005211.100000,-189109.501562,39267.580957,-6531.469580,70532.181055,1879409.500000
551,1,0.200138,-0.020027,0.084075,21436.273941,-335862.983398,-10927.222481,-93466.122559,-9893.086040,-1831.633194,458144.093750
552,1,0.197150,-0.039855,0.084075,-28004.638997,-182347.609049,14673.574504,-101752.679688,-4064.835315,12239.910095,210490.796875
553,1,0.192202,-0.059286,0.084075,-33273.097918,-80994.832589,31854.029375,-75109.084569,-1154.389980,10624.430932,244682.234375
554,1,0.185344,-0.078129,0.084075,-20987.258057,-10033.986165,42921.646200,-10437.500496,-3483.009664,16800.272308,186297.078125
555,1,0.176644,-0.096195,0.084075,9841.281553,-38843.915202,39022.352010,-6389.323952,1984.474823,13502.231369,160670.984375
556,1,0.166188,-0.113305,0.084075,24038.791748,-61061.725850,41523.795711,1663.406535,1359.876344,2179.438171,203070.578125
557,1,0.154081,-0.129289,0.084075,-26126.917630,-97983.668199,31544.505697,-70939.349118,-8205.198336,-3599.999830,270088.218750
558,1,0.140442,-0.143988,0.084075,-60690.368164,-134029.303162,31945.119939,-52242.009644,-4041.005107,-11642.287369,114001.210938
559,1,0.125407,-0.157256,0.084075,-72340.190516,-254224.847168,20876.850870,-127901.796631,-14198.117935,-11610.300343,444676.156250
560,1,0.109127,-0.168961,0.084075,-197129.402309,-399942.715402,-16143.776943,-317230.908482,-21077.372580,-14272.589464,577456.625000
561,1,0.091761,-0.178987,0.084075,-537558.056920,-757014.598214,-211619.734968,-633279.250000,23898.906764,29202.324358,1582902.125000
562,1,0.073484,-0.187234,0.084075,-458928.834839,-814617.983398,-313654.490479,-275492.313171,27515.422371,52855.443481,302786.406250
563,1,0.054476,-0.193620,0.084075,-133402.439128,-181282.828125,-73355.331543,73084.368612,-1213.906453,21301.613932,302786.406250
564,1,0.034927,-0.198082,0.084075,-157975.578683,-231976.545759,-97311.594029,113971.085379,-5390.300642,28856.407645,103113.421875
565,1,0.015031,-0.200575,0.084075,-139990.128742,-479919.552734,-141063.038696,107664.603638,-3729.610565,54608.600586,218160.281250
566,1,-0.005015,-0.201075,0.084075,-155375.244350,-541287.892857,-166070.536970,-31140.770647,11122.898433,55903.090227,490142.906250
567,1,-0.025010,-0.199577,0.084075,-129977.797526,-297031.563802,-106412.094050,-93168.475260,8394.470459,37635.854777,290292.750000
568,1,-0.044757,-0.196095,0.084075,-120960.309152,-171307.335379,-68770.328256,-91697.744420,7570.302113,22799.100446,140023.421875
569,1,-0.064060,-0.190664,0.084075,-143412.608817,-213524.376116,-89129.082650,-42279.345215,5360.504133,31377.964216,140023.421875
570,1,-0.082725,-0.183338,0.084075,-402863.098307,-935061.003472,-302504.521783,322793.139323,-22613.080946,43699.786187,201196.031250
571,1,-0.100569,-0.174190,0.084075,-655899.621094,-583664.572266,-199802.096680,698137.496094,-22158.631958,6257.969528,1019980.625000
572,1,-0.117413,-0.163311,0.084075,-204238.968750,-345809.729167,2357.129512,354602.884115,9580.510569,-5145.702278,833938.125000
573,1,-0.133090,-0.150809,0.084075,-70561.368734,-219894.177083,46834.512695,148959.944987,19394.142904,-5103.553818,235854.078125
574,1,-0.147444,-0.136808,0.084075,-58448.095001,-186028.835785,38592.320801,131650.747559,23798.423004,6422.389587,294581.468750
575,1,-0.160334,-0.121448,0.084075,-1998.257385,-131034.468587,46458.550196,53309.496501,20988.222046,3355.968974,294581.468750
576,1,-0.171629,-0.104880,0.084075,3929.915545,-96250.090820,44953.104980,17884.024344,10939.894828,-4186.973729,91839.593750
577,1,-0.181219,-0.087270,0.084075,-41324.168663,-59452.379517,46654.889282,31835.591469,1328.438059,27.018574,91839.593750
578,1,-0.189008,-0.068793,0.084075,-36513.790295,-72922.758477,48784.297826,59266.247538,78.004905,11590.551487,193041.828125
579,1,-0.194918,-0.049632,0.084075,-27005.659609,-152595.436381,30709.576497,88764.825684,-1417.527237,9462.742676,96560.320312
580,1,-0.198891,-0.029978,0.084075,2331.555735,-296085.945312,4544.432353,114999.156250,-2288.008616,4660.741469,247666.125000
581,1,-0.200888,-0.010026,0.084075,46043.407017,-427973.689732,-19001.807077,39274.119550,3741.215995,8265.152653,484704.093750
582,1,-0.200888,0.010026,0.084075,24658.211723,-424457.156250,-21224.700495,-53585.115468,5303.704020,2973.927785,452064.156250
583,1,-0.198891,0.029978,0.084075,3036.304825,-283628.627344,1606.043408,-112514.349219,3902.293903,-6596.735757,430342.812500
584,1,-0.194918,0.049632,0.084075,-29738.349894,-137413.689697,33689.353678,-104817.559082,2980.761597,-8695.679469,259310.984375
585,1,-0.189008,0.068793,0.084075,-49716.255489,-55570.966396,47152.954607,-48926.345075,3466.168091,-9446.930581,328900.718750
586,1,-0.181219,0.087270,0.084075,1058.894287,-61506.971130,52972.996460,-28177.170715,6843.533997,-4635.284195,109085.046875
587,1,-0.171629,0.104880,0.084075,5479.375977,-51532.144885,47223.939941,-7564.155945,6620.753113,-4197.146362,270627.062500
588,1,-0.160334,0.121448,0.084075,3148.234180,-81585.644077,39549.501953,-26172.180762,7838.333051,-7473.062988,100807.796875
589,1,-0.147444,0.136808,0.084075,-40446.892639,-83816.920003,43427.400757,-64665.280486,9002.305655,-11699.494130,113893.539062
590,1,-0.133090,0.150809,0.084075,-34385.106201,-122404.715983,63831.261841,-51257.809884,3135.906199,4999.895386,187814.328125
591,1,-0.117413,0.163311,0.084075,-99458.422472,-256973.601345,58178.835178,-215456.313802,11396.016062,2597.431681,689547.062500
592,1,-0.100569,0.174190,0.084075,-328254.690186,-380298.679199,51874.564209,-404612.609375,20220.519730,-2018.025757,587723.875000
